time,current,power,marker
 0.0344,352.5,1600.8788,marker1
 0.0346,351.5,1595.9857,marker1
 0.0348,351.5,1595.9857,marker1
 0.0350,351.5,1595.9857,marker1
 0.0352,351.5,1595.9857,marker1
 0.0354,351.5,1595.9857,marker1
 0.0356,351.5,1595.9857,marker1
 0.0358,352.0,1598.2560,marker1
 0.0360,351.5,1595.9857,marker1
 0.0362,358.0,1625.4990,marker1
 0.0364,345.0,1566.8175,marker1
 0.0366,351.5,1595.9857,marker1
 0.0368,351.5,1595.9857,marker1
 0.0370,351.5,1595.9857,marker1
 0.0372,351.5,1595.9857,marker1
 0.0374,351.5,1595.9857,marker1
 0.0376,351.5,1595.9857,marker1
 0.0378,351.5,1596.3373,marker1
 0.0380,351.5,1595.9857,marker1
 0.0382,351.5,1596.3373,marker1
 0.0384,351.5,1595.9857,marker1
 0.0386,351.5,1595.9857,marker1
 0.0388,351.5,1595.9857,marker1
 0.0390,351.5,1595.9857,marker1
 0.0392,351.5,1596.3373,marker1
 0.0394,351.0,1593.7155,marker1
 0.0396,351.5,1595.9857,marker1
 0.0398,358.5,1628.1278,marker1
 0.0400,351.5,1595.9857,marker1
 0.0402,352.0,1598.2560,marker1
 0.0404,351.0,1593.7155,marker1
 0.0406,351.5,1595.9857,marker1
 0.0408,351.5,1595.9857,marker1
 0.0410,352.0,1598.6080,marker1
 0.0412,351.5,1595.9857,marker1
 0.0414,351.5,1595.9857,marker1
 0.0416,351.5,1595.9857,marker1
 0.0418,351.5,1595.9857,marker1
 0.0420,351.0,1593.7155,marker1
 0.0422,351.5,1595.9857,marker1
 0.0424,351.0,1593.7155,marker1
 0.0426,351.5,1595.9857,marker1
 0.0428,351.5,1595.9857,marker1
 0.0430,351.0,1593.7155,marker1
 0.0432,352.0,1598.2560,marker1
 0.0434,351.0,1594.0665,marker1
 0.0436,351.5,1595.9857,marker1
 0.0438,351.5,1595.9857,marker1
 0.0440,351.5,1595.9857,marker1
 0.0442,352.0,1598.2560,marker1
 0.0444,352.0,1598.2560,marker1
 0.0446,351.5,1595.9857,marker1
 0.0448,352.0,1598.6080,marker1
 0.0450,352.0,1598.6080,marker1
 0.0452,352.5,1600.5262,marker1
 0.0454,351.5,1595.9857,marker1
 0.0456,352.0,1598.2560,marker1
 0.0458,352.0,1598.2560,marker1
 0.0460,351.5,1595.9857,marker1
 0.0462,351.5,1596.3373,marker1
 0.0464,351.0,1593.7155,marker1
 0.0466,351.5,1595.9857,marker1
 0.0468,351.5,1595.9857,marker1
 0.0470,351.5,1595.9857,marker1
 0.0472,351.5,1596.3373,marker1
 0.0474,351.5,1596.3373,marker1
 0.0476,351.5,1595.9857,marker1
 0.0478,357.0,1620.9585,marker1
 0.0480,351.0,1593.7155,marker1
 0.0482,352.0,1598.2560,marker1
 0.0484,351.5,1595.9857,marker1
 0.0486,351.5,1595.9857,marker1
 0.0488,351.5,1595.9857,marker1
 0.0490,351.5,1595.9857,marker1
 0.0492,351.5,1595.9857,marker1
 0.0494,351.5,1595.9857,marker1
 0.0496,351.5,1595.9857,marker1
 0.0498,351.5,1595.9857,marker1
 0.0500,351.5,1595.9857,marker1
 0.0502,351.5,1595.9857,marker1
 0.0504,351.5,1595.9857,marker1
 0.0506,351.0,1594.0665,marker1
 0.0508,352.0,1598.6080,marker1
 0.0510,351.5,1596.3373,marker1
 0.0512,351.5,1596.3373,marker1
 0.0514,351.5,1595.9857,marker1
 0.0516,351.5,1595.9857,marker1
 0.0518,351.5,1596.6888,marker1
 0.0520,351.5,1595.9857,marker1
 0.0522,351.5,1595.9857,marker1
 0.0524,351.5,1595.9857,marker1
 0.0526,351.5,1595.9857,marker1
 0.0528,351.0,1594.0665,marker1
 0.0530,351.0,1593.7155,marker1
 0.0532,351.5,1595.9857,marker1
 0.0534,351.5,1595.9857,marker1
 0.0536,351.5,1595.9857,marker1
 0.0538,351.5,1596.3373,marker1
 0.0540,351.0,1594.0665,marker1
 0.0542,358.0,1625.4990,marker1
 0.0544,345.5,1569.0883,marker1
 0.0546,351.5,1595.9857,marker1
 0.0548,351.5,1595.9857,marker1
 0.0550,351.5,1595.9857,marker1
 0.0552,351.5,1595.9857,marker1
 0.0554,351.0,1593.7155,marker1
 0.0556,352.0,1597.9040,marker1
 0.0558,358.5,1627.7692,marker1
 0.0560,351.5,1596.3373,marker1
 0.0562,351.5,1595.9857,marker1
 0.0564,351.5,1595.9857,marker1
 0.0566,351.5,1595.9857,marker1
 0.0568,352.0,1598.2560,marker1
 0.0570,351.0,1593.7155,marker1
 0.0572,351.5,1595.9857,marker1
 0.0574,351.0,1593.7155,marker1
 0.0576,351.5,1595.9857,marker1
 0.0578,352.0,1598.2560,marker1
 0.0580,351.5,1595.9857,marker1
 0.0582,351.0,1593.7155,marker1
 0.0584,351.5,1595.9857,marker1
 0.0586,351.5,1596.3373,marker1
 0.0588,351.0,1594.0665,marker1
 0.0590,351.0,1593.7155,marker1
 0.0592,351.0,1593.7155,marker1
 0.0594,351.5,1595.9857,marker1
 0.0596,359.5,1632.3097,marker1
 0.0598,351.5,1596.3373,marker1
 0.0600,351.5,1595.9857,marker1
 0.0602,351.5,1595.9857,marker1
 0.0604,351.5,1595.9857,marker1
 0.0606,351.5,1595.9857,marker1
 0.0608,351.5,1595.9857,marker1
 0.0610,351.5,1595.9857,marker1
 0.0612,351.5,1596.3373,marker1
 0.0614,352.0,1598.2560,marker1
 0.0616,352.0,1597.9040,marker1
 0.0618,352.0,1598.2560,marker1
 0.0620,352.0,1598.6080,marker1
 0.0622,352.0,1598.6080,marker1
 0.0624,351.5,1596.3373,marker1
 0.0626,351.5,1596.3373,marker1
 0.0628,351.5,1595.9857,marker1
 0.0630,351.5,1595.9857,marker1
 0.0632,352.0,1598.2560,marker1
 0.0634,351.0,1593.7155,marker1
 0.0636,351.5,1595.9857,marker1
 0.0638,358.0,1625.4990,marker1
 0.0640,351.5,1595.9857,marker1
 0.0642,351.5,1595.9857,marker1
 0.0644,352.0,1598.2560,marker1
 0.0646,351.5,1595.9857,marker1
 0.0648,351.5,1595.9857,marker1
 0.0650,351.5,1595.9857,marker1
 0.0652,351.5,1595.9857,marker1
 0.0654,351.5,1595.9857,marker1
 0.0656,351.5,1595.9857,marker1
 0.0658,353.5,1605.0667,marker1
 0.0660,351.0,1593.7155,marker1
 0.0662,351.5,1596.3373,marker1
 0.0664,351.5,1595.9857,marker1
 0.0666,351.5,1595.9857,marker1
 0.0668,351.0,1594.0665,marker1
 0.0670,351.0,1594.0665,marker1
 0.0672,352.0,1598.6080,marker1
 0.0674,351.0,1594.0665,marker1
 0.0676,351.5,1596.3373,marker1
 0.0678,351.5,1596.3373,marker1
 0.0680,351.5,1595.9857,marker1
 0.0682,351.5,1595.9857,marker1
 0.0684,351.5,1595.9857,marker1
 0.0686,351.5,1595.9857,marker1
 0.0688,351.5,1595.9857,marker1
 0.0690,351.0,1593.7155,marker1
 0.0692,352.0,1598.2560,marker1
 0.0694,351.0,1593.7155,marker1
 0.0696,351.5,1596.3373,marker1
 0.0698,351.5,1595.9857,marker1
 0.0700,351.5,1595.9857,marker1
 0.0702,352.0,1598.6080,marker1
 0.0704,351.5,1595.9857,marker1
 0.0706,351.5,1595.9857,marker1
 0.0708,351.5,1595.9857,marker1
 0.0710,351.5,1595.9857,marker1
 0.0712,352.0,1598.2560,marker1
 0.0714,351.0,1593.7155,marker1
 0.0716,351.5,1595.9857,marker1
 0.0718,357.0,1620.9585,marker1
 0.0720,351.5,1595.9857,marker1
 0.0722,358.0,1625.8570,marker1
 0.0724,345.0,1566.4725,marker1
 0.0726,351.5,1595.9857,marker1
 0.0728,351.0,1593.7155,marker1
 0.0730,351.5,1595.9857,marker1
 0.0732,352.0,1598.2560,marker1
 0.0734,351.5,1595.9857,marker1
 0.0736,351.5,1595.9857,marker1
 0.0738,351.5,1595.9857,marker1
 0.0740,351.5,1595.9857,marker1
 0.0742,351.5,1596.3373,marker1
 0.0744,353.5,1605.0667,marker1
 0.0746,351.5,1596.3373,marker1
 0.0748,351.0,1593.7155,marker1
 0.0750,351.5,1596.3373,marker1
 0.0752,351.5,1595.9857,marker1
 0.0754,351.0,1593.3645,marker1
 0.0756,351.5,1595.9857,marker1
 0.0758,352.0,1598.2560,marker1
 0.0760,351.0,1593.7155,marker1
 0.0762,351.5,1595.9857,marker1
 0.0764,351.0,1593.7155,marker1
 0.0766,352.0,1598.2560,marker1
 0.0768,351.0,1593.7155,marker1
 0.0770,351.5,1595.9857,marker1
 0.0772,351.0,1593.7155,marker1
 0.0774,351.5,1595.9857,marker1
 0.0776,351.5,1595.9857,marker1
 0.0778,351.0,1594.0665,marker1
 0.0780,352.0,1598.2560,marker1
 0.0782,352.5,1600.8788,marker1
 0.0784,351.0,1593.7155,marker1
 0.0786,352.5,1600.5262,marker1
 0.0788,352.0,1598.6080,marker1
 0.0790,351.5,1595.9857,marker1
 0.0792,351.5,1595.9857,marker1
 0.0794,351.0,1593.7155,marker1
 0.0796,351.5,1595.6343,marker1
 0.0798,357.5,1623.5863,marker1
 0.0800,351.5,1595.9857,marker1
 0.0802,352.0,1598.6080,marker1
 0.0804,351.0,1593.7155,marker1
 0.0806,351.5,1595.9857,marker1
 0.0808,351.5,1596.3373,marker1
 0.0810,351.0,1594.0665,marker1
 0.0812,352.0,1598.6080,marker1
 0.0814,351.5,1595.6343,marker1
 0.0816,351.5,1595.9857,marker1
 0.0818,351.5,1595.9857,marker1
 0.0820,351.0,1593.7155,marker1
 0.0822,352.0,1598.2560,marker1
 0.0824,351.5,1595.9857,marker1
 0.0826,351.5,1595.9857,marker1
 0.0828,351.5,1595.9857,marker1
 0.0830,351.0,1593.7155,marker1
 0.0832,352.0,1598.6080,marker1
 0.0834,351.5,1596.3373,marker1
 0.0836,351.5,1596.3373,marker1
 0.0838,351.5,1596.3373,marker1
 0.0840,351.5,1596.3373,marker1
 0.0842,352.0,1598.2560,marker1
 0.0844,351.0,1593.3645,marker1
 0.0846,352.0,1598.2560,marker1
 0.0848,351.5,1595.9857,marker1
 0.0850,351.0,1594.0665,marker1
 0.0852,351.5,1595.9857,marker1
 0.0854,351.5,1595.9857,marker1
 0.0856,351.5,1595.9857,marker1
 0.0858,352.5,1600.5262,marker1
 0.0860,351.0,1593.7155,marker1
 0.0862,352.0,1598.2560,marker1
 0.0864,351.5,1595.9857,marker1
 0.0866,352.0,1598.2560,marker1
 0.0868,351.0,1593.7155,marker1
 0.0870,351.5,1595.9857,marker1
 0.0872,351.5,1596.3373,marker1
 0.0874,351.0,1593.7155,marker1
 0.0876,352.0,1598.2560,marker1
 0.0878,357.0,1620.9585,marker1
 0.0880,351.5,1596.3373,marker1
 0.0882,351.5,1596.3373,marker1
 0.0884,351.5,1596.3373,marker1
 0.0886,351.0,1594.0665,marker1
 0.0888,351.5,1596.3373,marker1
 0.0890,351.5,1596.3373,marker1
 0.0892,351.5,1596.3373,marker1
 0.0894,351.5,1595.9857,marker1
 0.0896,352.0,1598.2560,marker1
 0.0898,351.0,1593.7155,marker1
 0.0900,351.5,1595.9857,marker1
 0.0902,358.5,1627.7692,marker1
 0.0904,344.5,1564.2022,marker1
 0.0906,351.5,1595.9857,marker1
 0.0908,351.0,1593.7155,marker1
 0.0910,352.5,1600.8788,marker1
 0.0912,351.5,1595.6343,marker1
 0.0914,351.0,1593.7155,marker1
 0.0916,352.0,1598.2560,marker1
 0.0918,351.5,1595.9857,marker1
 0.0920,351.0,1593.7155,marker1
 0.0922,351.5,1595.9857,marker1
 0.0924,351.0,1594.0665,marker1
 0.0926,351.5,1595.9857,marker1
 0.0928,351.5,1595.9857,marker1
 0.0930,351.0,1593.7155,marker1
 0.0932,351.5,1595.9857,marker1
 0.0934,351.5,1596.3373,marker1
 0.0936,351.5,1595.9857,marker1
 0.0938,351.5,1595.9857,marker1
 0.0940,351.5,1595.9857,marker1
 0.0942,352.0,1598.2560,marker1
 0.0944,352.0,1598.2560,marker1
 0.0946,351.5,1595.9857,marker1
 0.0948,352.0,1598.2560,marker1
 0.0950,352.0,1598.2560,marker1
 0.0952,352.0,1598.2560,marker1
 0.0954,351.5,1595.9857,marker1
 0.0956,352.0,1597.9040,marker1
 0.0958,358.5,1628.1278,marker1
 0.0960,351.5,1595.9857,marker1
 0.0962,351.5,1596.3373,marker1
 0.0964,351.0,1593.7155,marker1
 0.0966,351.5,1595.9857,marker1
 0.0968,351.5,1595.9857,marker1
 0.0970,351.5,1595.9857,marker1
 0.0972,351.5,1595.9857,marker1
 0.0974,351.0,1593.7155,marker1
 0.0976,351.5,1595.9857,marker1
 0.0978,351.5,1596.3373,marker1
 0.0980,351.5,1596.3373,marker1
 0.0982,351.5,1596.3373,marker1
 0.0984,351.0,1593.7155,marker1
 0.0986,352.0,1598.2560,marker1
 0.0988,351.5,1596.3373,marker1
 0.0990,351.5,1595.9857,marker1
 0.0992,351.5,1595.9857,marker1
 0.0994,351.0,1593.7155,marker1
 0.0996,351.5,1595.9857,marker1
 0.0998,351.5,1595.9857,marker1
 0.1000,351.5,1595.9857,marker1
 0.1002,351.5,1595.9857,marker1
 0.1004,351.0,1593.7155,marker1
 0.1006,352.0,1598.2560,marker1
 0.1008,351.0,1593.7155,marker1
 0.1010,351.5,1595.9857,marker1
 0.1012,352.0,1598.6080,marker1
 0.1014,351.0,1593.7155,marker1
 0.1016,351.5,1595.9857,marker1
 0.1018,351.0,1593.7155,marker1
 0.1020,351.5,1595.9857,marker1
 0.1022,351.5,1596.3373,marker1
 0.1024,351.5,1596.3373,marker1
 0.1026,351.5,1595.9857,marker1
 0.1028,351.5,1596.3373,marker1
 0.1030,351.0,1594.0665,marker1
 0.1032,351.5,1596.3373,marker1
 0.1034,351.5,1595.9857,marker1
 0.1036,351.5,1595.6343,marker1
 0.1038,357.5,1623.2287,marker1
 0.1040,351.5,1595.9857,marker1
 0.1042,351.5,1595.9857,marker1
 0.1044,352.0,1598.2560,marker1
 0.1046,351.5,1595.9857,marker1
 0.1048,351.5,1595.9857,marker1
 0.1050,351.0,1594.0665,marker1
 0.1052,351.5,1596.3373,marker1
 0.1054,351.5,1596.3373,marker1
 0.1056,351.5,1595.9857,marker1
 0.1058,352.0,1597.9040,marker1
 0.1060,351.5,1595.9857,marker1
 0.1062,351.5,1596.3373,marker1
 0.1064,351.0,1593.7155,marker1
 0.1066,351.5,1596.3373,marker1
 0.1068,351.5,1595.9857,marker1
 0.1070,351.0,1593.7155,marker1
 0.1072,351.5,1596.3373,marker1
 0.1074,351.5,1596.3373,marker1
 0.1076,351.5,1596.3373,marker1
 0.1078,352.0,1598.6080,marker1
 0.1080,351.0,1594.0665,marker1
 0.1082,358.0,1625.4990,marker1
 0.1084,345.0,1566.8175,marker1
 0.1086,351.0,1593.7155,marker1
 0.1088,351.0,1593.7155,marker1
 0.1090,351.0,1593.7155,marker1
 0.1092,351.5,1596.3373,marker1
 0.1094,351.0,1594.0665,marker1
 0.1096,352.0,1598.6080,marker1
 0.1098,351.0,1594.0665,marker1
 0.1100,351.0,1593.7155,marker1
 0.1102,351.5,1595.9857,marker1
 0.1104,351.5,1596.3373,marker1
 0.1106,351.5,1595.9857,marker1
 0.1108,351.0,1593.7155,marker1
 0.1110,351.5,1596.3373,marker1
 0.1112,351.5,1595.9857,marker1
 0.1114,352.0,1598.2560,marker1
 0.1116,351.5,1595.6343,marker1
 0.1118,357.0,1620.9585,marker1
 0.1120,352.0,1598.2560,marker1
 0.1122,352.0,1598.2560,marker1
 0.1124,351.5,1595.9857,marker1
 0.1126,351.5,1596.3373,marker1
 0.1128,351.5,1596.3373,marker1
 0.1130,351.0,1594.0665,marker1
 0.1132,351.5,1596.3373,marker1
 0.1134,351.0,1593.7155,marker1
 0.1136,351.5,1595.9857,marker1
 0.1138,351.5,1595.9857,marker1
 0.1140,351.0,1594.0665,marker1
 0.1142,351.5,1596.3373,marker1
 0.1144,352.0,1598.2560,marker1
 0.1146,351.0,1593.7155,marker1
 0.1148,351.5,1595.9857,marker1
 0.1150,351.0,1594.0665,marker1
 0.1152,351.5,1595.9857,marker1
 0.1154,351.0,1593.7155,marker1
 0.1156,351.5,1595.9857,marker1
 0.1158,352.0,1598.2560,marker1
 0.1160,351.0,1594.0665,marker1
 0.1162,351.5,1596.3373,marker1
 0.1164,351.0,1594.0665,marker1
 0.1166,352.0,1598.2560,marker1
 0.1168,351.5,1595.9857,marker1
 0.1170,351.5,1596.3373,marker1
 0.1172,351.5,1596.3373,marker1
 0.1174,351.0,1594.0665,marker1
 0.1176,351.5,1596.3373,marker1
 0.1178,351.0,1593.7155,marker1
 0.1180,351.5,1596.3373,marker1
 0.1182,351.5,1596.3373,marker1
 0.1184,351.0,1594.0665,marker1
 0.1186,351.5,1595.9857,marker1
 0.1188,351.5,1595.9857,marker1
 0.1190,351.5,1596.3373,marker1
 0.1192,351.5,1596.3373,marker1
 0.1194,351.0,1593.7155,marker1
 0.1196,351.5,1595.6343,marker1
 0.1198,357.5,1623.2287,marker1
 0.1200,351.5,1595.9857,marker1
 0.1202,351.5,1596.3373,marker1
 0.1204,351.0,1593.7155,marker1
 0.1206,351.5,1595.9857,marker1
 0.1208,351.0,1593.7155,marker1
 0.1210,351.0,1593.7155,marker1
 0.1212,351.5,1596.3373,marker1
 0.1214,351.5,1595.9857,marker1
 0.1216,352.0,1598.2560,marker1
 0.1218,351.0,1593.7155,marker1
 0.1220,351.5,1595.9857,marker1
 0.1222,351.5,1596.3373,marker1
 0.1224,351.5,1595.9857,marker1
 0.1226,351.5,1595.9857,marker1
 0.1228,351.0,1593.7155,marker1
 0.1230,351.0,1594.0665,marker1
 0.1232,351.0,1594.0665,marker1
 0.1234,351.5,1595.9857,marker1
 0.1236,351.5,1595.9857,marker1
 0.1238,351.5,1595.9857,marker1
 0.1240,351.5,1596.3373,marker1
 0.1242,351.5,1596.3373,marker1
 0.1244,353.0,1602.7965,marker1
 0.1246,351.5,1595.9857,marker1
 0.1248,351.0,1594.0665,marker1
 0.1250,351.5,1596.3373,marker1
 0.1252,351.5,1595.9857,marker1
 0.1254,351.0,1593.7155,marker1
 0.1256,351.5,1595.9857,marker1
 0.1258,352.0,1598.6080,marker1
 0.1260,351.0,1593.7155,marker1
 0.1262,358.5,1627.7692,marker1
 0.1264,344.0,1562.2760,marker1
 0.1266,351.5,1595.6343,marker1
 0.1268,351.5,1596.3373,marker1
 0.1270,351.5,1595.9857,marker1
 0.1272,351.5,1596.3373,marker1
 0.1274,351.0,1593.7155,marker1
 0.1276,351.5,1595.6343,marker1
 0.1278,356.5,1618.6882,marker1
 0.1280,352.0,1598.2560,marker1
 0.1282,352.0,1598.2560,marker1
 0.1284,352.0,1598.2560,marker1
 0.1286,352.0,1598.2560,marker1
 0.1288,351.5,1595.6343,marker1
 0.1290,352.0,1598.6080,marker1
 0.1292,351.5,1596.3373,marker1
 0.1294,351.0,1593.7155,marker1
 0.1296,351.0,1593.7155,marker1
 0.1298,351.5,1595.9857,marker1
 0.1300,351.5,1596.3373,marker1
 0.1302,351.5,1595.9857,marker1
 0.1304,351.0,1594.0665,marker1
 0.1306,351.5,1596.3373,marker1
 0.1308,351.5,1595.9857,marker1
 0.1310,351.5,1595.9857,marker1
 0.1312,351.5,1595.9857,marker1
 0.1314,351.5,1595.9857,marker1
 0.1316,351.5,1595.9857,marker1
 0.1318,351.5,1595.9857,marker1
 0.1320,351.0,1593.7155,marker1
 0.1322,351.5,1596.3373,marker1
 0.1324,351.0,1593.7155,marker1
 0.1326,351.5,1595.9857,marker1
 0.1328,351.5,1595.9857,marker1
 0.1330,351.5,1595.9857,marker1
 0.1332,351.5,1595.9857,marker1
 0.1334,351.5,1595.9857,marker1
 0.1336,351.5,1596.3373,marker1
 0.1338,351.5,1595.9857,marker1
 0.1340,351.0,1594.0665,marker1
 0.1342,352.0,1598.2560,marker1
 0.1344,352.5,1600.8788,marker1
 0.1346,351.5,1595.9857,marker1
 0.1348,351.0,1593.7155,marker1
 0.1350,351.0,1593.7155,marker1
 0.1352,352.0,1598.6080,marker1
 0.1354,351.0,1594.0665,marker1
 0.1356,351.5,1595.6343,marker1
 0.1358,358.5,1627.7692,marker1
 0.1360,351.5,1595.9857,marker1
 0.1362,351.5,1595.9857,marker1
 0.1364,351.5,1595.9857,marker1
 0.1366,352.0,1598.6080,marker1
 0.1368,351.5,1595.9857,marker1
 0.1370,351.0,1593.7155,marker1
 0.1372,351.5,1595.9857,marker1
 0.1374,351.0,1593.7155,marker1
 0.1376,351.5,1596.3373,marker1
 0.1378,351.5,1595.9857,marker1
 0.1380,351.5,1595.9857,marker1
 0.1382,351.5,1596.3373,marker1
 0.1384,351.0,1593.7155,marker1
 0.1386,351.5,1595.9857,marker1
 0.1388,351.0,1593.7155,marker1
 0.1390,351.5,1595.9857,marker1
 0.1392,351.0,1593.7155,marker1
 0.1394,351.5,1595.9857,marker1
 0.1396,352.0,1598.2560,marker1
